OBJECTID,ID_NOM,ID_TAXON,ID_ARBRE,CLASSE,NOM_LATIN,NOM_COM_GE,NOM_COMMUN,NOM_COM_RE,DIAM_1M,DIAM_COURO,HAUTEUR_TO,REMARQUABL,CHAMPION,INT_PHENO,STATUT,ADR_URL,COMMUNE,NO_POSTAL,CIRCONFERENCE,DATE_OBSERVATION,E,N
168,13998,37435,132408,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Satigny,1242,,19760606.0,2491116.83,1118380.98
1480,13998,37435,1540,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Cité,1201,,19760606.0,2499877.62,1119001.98
1598,13998,37435,3359,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Russin,1281,,19760606.0,2489940.63,1116272.0
1688,13998,37435,2508,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Avully,1237,,19760606.0,2488720.72,1114827.97
1691,13998,37435,2511,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Avully,1237,,19760606.0,2488569.93,1114872.17
2433,13998,37435,3509,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Vernier,1214,,19760606.0,2494783.57,1118853.76
2718,13998,37435,4444,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Pregny-Chambésy,1292,,19760606.0,2500514.66,1121671.59
2994,13998,37435,3614,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Vandoeuvres,1253,,19760606.0,2503738.63,1118786.59
3181,13998,37435,151019,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Thônex,1226,,19760606.0,2504817.1,1117193.91
3200,13998,37435,171614,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Collonge-Bellerive,1222,,19760606.0,2505542.72,1122633.43
6541,13998,37435,17751,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Collonge-Bellerive,1245,,19760606.0,2505071.07,1124494.26
4466,13998,37435,6885,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Confignon,1232,,19760606.0,2495958.08,1115240.98
4807,13998,37435,5302,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Meyrin,1217,,19760606.0,2495819.07,1122057.0
3552,13998,37435,5143,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Dardagny,1283,,19760606.0,2488011.5,1117189.31
10108,13998,37435,13021,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Versoix,1290,,19760606.0,2502032.77,1127690.79
9721,13998,37435,15643,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Eaux-Vives,1208,,19760606.0,2502093.2,1117423.92
8524,13998,37435,13829,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Versoix,1290,,19760606.0,2501576.18,1126733.74
9009,13998,37435,7762,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Grand-Saconnex,1218,,19760606.0,2498168.36,1120241.72
9127,13998,37435,3395,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Avully,1237,,19760606.0,2489407.93,1114587.11
7588,13998,37435,14971,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Cologny,1223,,19760606.0,2502394.48,1118619.42
7352,13998,37435,12343,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Plainpalais,1206,,19760606.0,2500879.14,1116201.13
13197,13998,37435,144945,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Lancy,1213,,19760606.0,2498120.94,1116908.56
12429,13998,37435,12449,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Troinex,1256,,19760606.0,2500104.49,1113687.85
12558,13998,37435,18060,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Collonge-Bellerive,1245,,19760606.0,2504089.09,1123277.1
12960,13998,37435,23423,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Petit-Saconnex,1209,,19760606.0,2498192.56,1119442.07
12200,13998,37435,19301,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Vandoeuvres,1253,,19760606.0,2504444.57,1120356.54
11966,13998,37435,15608,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Eaux-Vives,1208,,19760606.0,2502352.97,1117506.13
11165,13998,37435,140173,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Thônex,1226,,19760606.0,2504118.02,1115991.34
10360,13998,37435,14566,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Cologny,1223,,19760606.0,2502959.15,1119678.04
10795,13998,37435,13419,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Troinex,1256,,19760606.0,2500044.56,1113421.3
10906,13998,37435,159601,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Thônex,1226,,19760606.0,2503572.81,1115601.4
16188,13998,37435,28988,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Plan-les-Ouates,1257,,19760606.0,2499595.35,1112655.87
15864,13998,37435,149797,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Collonge-Bellerive,1245,,19760606.0,2504233.56,1123754.71
16293,13998,37435,26409,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Grand-Saconnex,1218,,19760606.0,2498220.28,1120255.94
16746,13998,37435,25052,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Dardagny,1283,,19760606.0,2489421.17,1115119.44
16000,13998,37435,23729,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Petit-Saconnex,1203,,19760606.0,2497630.12,1118054.81
14439,13998,37435,13807,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Versoix,1290,,19760606.0,2501565.07,1126774.57
14563,13998,37435,15609,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Eaux-Vives,1208,,19760606.0,2502297.96,1117537.23
20050,13998,37435,38840,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Versoix,1290,,19760606.0,2501188.24,1125661.8
20191,13998,37435,31533,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Collonge-Bellerive,1245,,19760606.0,2504584.12,1123421.15
20275,13998,37435,36590,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Vernier,1214,,19760606.0,2495971.63,1119423.29
19933,13998,37435,35560,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Dardagny,1283,,19760606.0,2488034.17,1117214.38
19538,13998,37435,20430,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Chêne-Bourg,1225,,19760606.0,2503853.01,1116588.51
19140,13998,37435,28305,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Pregny-Chambésy,1292,,19760606.0,2499858.93,1122462.45
17614,13998,37435,158836,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Cologny,1223,,19760606.0,2503173.57,1119805.29
17433,13998,37435,22560,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Satigny,1242,,19760606.0,2491939.25,1120706.22
18313,13998,37435,156114,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Versoix,1290,,19760606.0,2501251.38,1125657.48
24040,13998,37435,46879,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Russin,1281,,19760606.0,2489949.29,1115893.65
23720,13998,37435,40763,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Cologny,1223,,19760606.0,2503169.76,1119831.41
23726,13998,37435,30405,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Eaux-Vives,1208,,19760606.0,2502503.25,1117423.28
22335,13998,37435,31485,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Collonge-Bellerive,1245,,19760606.0,2504224.57,1123718.7
21472,13998,37435,39182,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Bellevue,1293,,19760606.0,2500153.98,1123087.55
21059,13998,37435,28778,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Plainpalais,1206,,19760606.0,2500646.58,1116374.22
21488,13998,37435,30674,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Chêne-Bougeries,1231,,19760606.0,2502967.05,1115973.8
21593,13998,37435,32220,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Vandoeuvres,1253,,19760606.0,2504051.16,1120243.38
21213,13998,37435,24796,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Cartigny,1236,,19760606.0,2490374.19,1114393.58
21703,13998,37435,33681,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Jussy,1254,,19760606.0,2511130.09,1120016.94
27132,13998,37435,30095,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Chêne-Bougeries,1231,,19760606.0,2502591.12,1115838.1
26445,13998,37435,139475,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Vandoeuvres,1253,,19760606.0,2504314.64,1120582.95
25834,13998,37435,33937,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Satigny,1242,,19760606.0,2491959.55,1120730.33
25419,13998,37435,34687,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Petit-Saconnex,1203,,19760606.0,2498845.57,1118565.74
25537,13998,37435,30394,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Chêne-Bougeries,1224,,19760606.0,2503372.02,1116771.51
24309,13998,37435,43021,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Collonge-Bellerive,1222,,19760606.0,2504663.46,1121260.56
24691,13998,37435,43069,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Cologny,1223,,19760606.0,2504378.08,1121009.91
28969,13998,37435,43302,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Vandoeuvres,1253,,19760606.0,2504460.08,1119655.68
28488,13998,37435,41181,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Chêne-Bougeries,1224,,19760606.0,2503066.49,1116927.29
29029,13998,37435,43688,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Thônex,1226,,19760606.0,2504804.91,1117198.37
27874,13998,37435,30584,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Chêne-Bougeries,1231,,19760606.0,2502400.31,1116362.49
33515,13998,37435,165903,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Bernex,1233,,19760606.0,2494930.2,1114962.44
34036,13998,37435,160547,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Collonge-Bellerive,1245,,19760606.0,2504250.91,1123699.83
33642,13998,37435,42005,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Thônex,1226,,19760606.0,2503330.31,1115451.55
34142,13998,37435,153820,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Satigny,1242,,19760606.0,2491019.05,1119982.69
33713,13998,37435,158472,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Versoix,1290,,19760606.0,2502022.78,1126852.16
34256,13998,37435,42397,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Collonge-Bellerive,1245,,19760606.0,2505061.18,1124492.98
33863,13998,37435,42487,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Collonge-Bellerive,1245,,19760606.0,2504697.46,1123817.7
33876,13998,37435,44146,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Anières,1247,,19760606.0,2506571.08,1125671.96
32227,13998,37435,48579,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Vernier,1219,,19760606.0,2496993.94,1117569.42
32301,13998,37435,46137,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Cité,1201,,19760606.0,2499292.26,1118036.14
32497,13998,37435,52818,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Eaux-Vives,1206,,19760606.0,2501851.97,1116314.19
31330,13998,37435,42603,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Corsier,1246,,19760606.0,2505345.98,1124546.86
37430,13998,37435,57353,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Vernier,1214,,19760606.0,2494804.28,1118864.22
36636,13998,37435,62664,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Eaux-Vives,1208,,19760606.0,2501899.32,1117127.15
37167,13998,37435,68370,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Satigny,1242,,19760606.0,2492079.79,1117495.31
37206,13998,37435,51890,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Eaux-Vives,1207,,19760606.0,2502093.17,1118420.53
35747,13998,37435,50224,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Pregny-Chambésy,1292,,19760606.0,2500600.56,1122206.45
35770,13998,37435,58426,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Onex,1213,,19760606.0,2496262.31,1115138.41
34556,13998,37435,155774,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Lancy,1213,,19760606.0,2498155.43,1116941.08
35415,13998,37435,61008,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Genève-Plainpalais,1206,,19760606.0,2500598.04,1116388.03
35027,13998,37435,53724,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Collonge-Bellerive,1222,,19760606.0,2504014.4,1121947.61
35092,13998,37435,58688,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Grand-Saconnex,1218,,19760606.0,2498200.1,1120045.64
35163,13998,37435,62038,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Cologny,1223,,19760606.0,2503170.8,1119837.3
35164,13998,37435,62039,Conifères,Sequoiadendron,Séquoia,Séquoia,"Séquoia, Séquoia géant pleureur",,,,,0,,Historique,https://www.patrimoine-vert-geneve.ch/arbres/arbres-isoles-genevois/sequoiadendron/sequoia-geant,Cologny,1223,,19760606.0,2503172.35,1119810.83
